text;setting;entrance;exit;business;delivery;modifier;location;unknown;play;year;lemmas;clean_lemmas;pos;ner_lemmas;ner_pos
(Храпит и тотчас же просыпается.);0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['храпеть', 'и', 'тотчас', 'же', 'просыпаться'];['храпеть', 'тотчас', 'просыпаться'];['V', 'ADV', 'V'];['храпеть', 'тотчас', 'просыпаться'];['V', 'ADV', 'V']
Слышно, как в соседней комнате играют на биллиарде. В зале под аркой показывается Варя.;0;1;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['слышно', 'как', 'в', 'соседний', 'комната', 'играть', 'на', 'биллиард', 'в', 'зал', 'под', 'арка', 'показываться', 'варя'];['слышно', 'соседний', 'комната', 'играть', 'биллиард', 'зал', 'арка', 'показываться', 'варя'];['ADV', 'A', 'S', 'V', 'S', 'S', 'S', 'V', 'S'];['слышно', 'соседний', 'комната', 'играть', 'биллиард', 'зал', 'арка', 'показываться', 'Имя'];['ADV', 'A', 'S', 'V', 'S', 'S', 'S', 'V', 'PERSN']
(дразнит).;0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['дразнить'];['дразнить'];['V'];['дразнить'];['V']
(сердито).;0;0;0;0;1;0;0;0;chekhov-vishnevyi-sad;1904;['сердито'];['сердито'];['ADV'];['сердито'];['ADV']
(в горьком раздумье).;0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['в', 'горький', 'раздумье'];['горький', 'раздумье'];['S', 'S'];['Имя', 'раздумье'];['PERSN', 'S']
(Уходит.);0;0;1;0;0;0;0;0;chekhov-vishnevyi-sad;1904;['уходить'];['уходить'];['V'];['уходить'];['V']
(Пищику).;0;0;0;0;1;0;0;0;chekhov-vishnevyi-sad;1904;['пищик'];['пищик'];['S'];['пищик'];['S']
(Ощупывает карманы, встревоженно.);0;0;0;1;1;0;0;0;chekhov-vishnevyi-sad;1904;['ощупывать', 'карман', 'встревоженно'];['ощупывать', 'карман', 'встревоженно'];['V', 'S', 'ADV'];['ощупывать', 'карман', 'встревоженно'];['V', 'S', 'ADV']
(Сквозь слезы.);0;0;0;0;1;0;0;0;chekhov-vishnevyi-sad;1904;['сквозь', 'слеза'];['сквозь', 'слеза'];['PR', 'S'];['сквозь', 'слеза'];['PR', 'S']
(Радостно.);0;0;0;0;1;0;0;0;chekhov-vishnevyi-sad;1904;['радостно'];['радостно'];['ADV'];['радостно'];['ADV']
Входят Любовь Андреевна и Шарлотта Ивановна.;0;1;0;0;0;0;0;0;chekhov-vishnevyi-sad;1904;['входить', 'любовь', 'андреевна', 'и', 'шарлотта', 'ивановна'];['входить', 'любовь', 'андреевна', 'шарлотта', 'ивановна'];['V', 'S', 'S', 'S', 'S'];['входить', 'любовь', 'Имя', 'Имя', 'Имя'];['V', 'S', 'PERSN', 'PERSN', 'PERSN']
(напевает лезгинку).;0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['напевать', 'лезгинка'];['напевать', 'лезгинка'];['V', 'S'];['напевать', 'лезгинка'];['V', 'S']
(Дуняше.);0;0;0;0;1;0;0;0;chekhov-vishnevyi-sad;1904;['дуняша'];['дуняша'];['S'];['Имя'];['PERSN']
(Садится и тихо напекает.);0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['садиться', 'и', 'тихо', 'напекать'];['садиться', 'тихо', 'напекать'];['V', 'ADV', 'V'];['садиться', 'тихо', 'напекать'];['V', 'ADV', 'V']
(подает Пищику колоду карт).;0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['подавать', 'пищик', 'колода', 'карта'];['подавать', 'пищик', 'колода', 'карта'];['V', 'S', 'S', 'S'];['подавать', 'пищик', 'колода', 'карта'];['V', 'S', 'S', 'S']
(достает из бокового кармана карту).;0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['доставать', 'из', 'боковой', 'карман', 'карта'];['доставать', 'боковой', 'карман', 'карта'];['V', 'A', 'S', 'S'];['доставать', 'боковой', 'карман', 'карта'];['V', 'A', 'S', 'S']
(Удивляясь.);0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['удивляться'];['удивляться'];['V'];['удивляться'];['V']
(держит на ладони колоду карт, Трофимову).;0;0;0;1;1;0;0;0;chekhov-vishnevyi-sad;1904;['держать', 'на', 'ладонь', 'колода', 'карта', 'трофимов'];['держать', 'ладонь', 'колода', 'карта', 'трофимов'];['V', 'S', 'S', 'S', 'S'];['держать', 'ладонь', 'колода', 'карта', 'Имя'];['V', 'S', 'S', 'S', 'PERSN']
(Пищику.);0;0;0;0;1;0;0;0;chekhov-vishnevyi-sad;1904;['пищик'];['пищик'];['S'];['пищик'];['S']
(Бьет по ладони, колода карт исчезает.);0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['бить', 'по', 'ладонь', 'колода', 'карта', 'исчезать'];['бить', 'ладонь', 'колода', 'карта', 'исчезать'];['V', 'S', 'S', 'S', 'V'];['бить', 'ладонь', 'колода', 'карта', 'исчезать'];['V', 'S', 'S', 'S', 'V']
Ей отвечает таинственный женский голос, точно из-под пола: «О да, погода великолепная, сударыня».;0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['она', 'отвечать', 'таинственный', 'женский', 'голос', 'точно', 'из-под', 'пол', 'о', 'да', 'погода', 'великолепный', 'сударыня'];['отвечать', 'таинственный', 'женский', 'голос', 'точно', 'из-под', 'пол', 'погода', 'великолепный', 'сударыня'];['V', 'A', 'A', 'S', 'ADV', 'PR', 'S', 'S', 'A', 'S'];['отвечать', 'таинственный', 'женский', 'голос', 'точно', 'из-под', 'пол', 'погода', 'великолепный', 'сударыня'];['V', 'A', 'A', 'S', 'ADV', 'PR', 'S', 'S', 'A', 'S']
Голос: «Вы, сударыня, мне тоже очень понравился».;0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['голос', 'вы', 'сударыня', 'я', 'тоже', 'очень', 'понравиться'];['голос', 'сударыня', 'очень', 'понравиться'];['S', 'S', 'ADV', 'V'];['голос', 'сударыня', 'очень', 'понравиться'];['S', 'S', 'ADV', 'V']
(аплодирует).;0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['аплодировать'];['аплодировать'];['V'];['аплодировать'];['V']
(удивляясь).;0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['удивляться'];['удивляться'];['V'];['удивляться'];['V']
(Пожав плечами.);0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['пожимать', 'плечо'];['пожимать', 'плечо'];['V', 'S'];['пожимать', 'плечо'];['V', 'S']
(хлопает Пищика по плечу).;0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['хлопать', 'пищик', 'по', 'плечо'];['хлопать', 'пищик', 'плечо'];['V', 'S', 'S'];['хлопать', 'пищик', 'плечо'];['V', 'S', 'S']
(Берет со стула плед.);0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['берет', 'со', 'стул', 'плед'];['берет', 'стул', 'плед'];['S', 'S', 'S'];['берет', 'стул', 'плед'];['S', 'S', 'S']
(Встряхивает.);0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['встряхивать'];['встряхивать'];['V'];['встряхивать'];['V']
(удивляясь).;0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['удивляться'];['удивляться'];['V'];['удивляться'];['V']
(Быстро поднимает опущенный плед.);0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['быстро', 'подымать', 'опускать', 'плед'];['быстро', 'подымать', 'опускать', 'плед'];['ADV', 'V', 'V', 'S'];['быстро', 'подымать', 'опускать', 'плед'];['ADV', 'V', 'V', 'S']
За пледом стоит Аня. она делает реверанс, бежит к матери, обнимает ее и убегает назад в залу при общем восторге.;0;0;1;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['за', 'плед', 'стоить', 'аня', 'она', 'делать', 'реверанс', 'бежать', 'к', 'мать', 'обнимать', 'она', 'и', 'убегать', 'назад', 'в', 'зала', 'при', 'общий', 'восторг'];['плед', 'стоить', 'аня', 'делать', 'реверанс', 'бежать', 'мать', 'обнимать', 'убегать', 'назад', 'зала', 'общий', 'восторг'];['S', 'V', 'S', 'V', 'S', 'V', 'S', 'V', 'V', 'ADV', 'S', 'A', 'S'];['плед', 'стоить', 'Имя', 'делать', 'реверанс', 'бежать', 'мать', 'обнимать', 'убегать', 'назад', 'зала', 'общий', 'восторг'];['S', 'V', 'PERSN', 'V', 'S', 'V', 'S', 'V', 'V', 'ADV', 'S', 'A', 'S']
(аплодирует).;0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['аплодировать'];['аплодировать'];['V'];['аплодировать'];['V']
Поднимает плед. за пледом стоит Варя и кланяется.;0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['подымать', 'плед', 'за', 'плед', 'стоить', 'варя', 'и', 'кланяться'];['подымать', 'плед', 'плед', 'стоить', 'варя', 'кланяться'];['V', 'S', 'S', 'V', 'S', 'V'];['подымать', 'плед', 'плед', 'стоить', 'Имя', 'кланяться'];['V', 'S', 'S', 'V', 'PERSN', 'V']
(удивляясь).;0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['удивляться'];['удивляться'];['V'];['удивляться'];['V']
(Бросает плед на Пищика, делает реверанс и убегает в залу.);0;0;1;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['бросать', 'плед', 'на', 'пищик', 'делать', 'реверанс', 'и', 'убегать', 'в', 'зала'];['бросать', 'плед', 'пищик', 'делать', 'реверанс', 'убегать', 'зала'];['V', 'S', 'S', 'V', 'S', 'V', 'S'];['бросать', 'плед', 'пищик', 'делать', 'реверанс', 'убегать', 'зала'];['V', 'S', 'S', 'V', 'S', 'V', 'S']
(спешит за ней).;0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['спешить', 'за', 'она'];['спешить'];['V'];['спешить'];['V']
(Уходит.);0;0;1;0;0;0;0;0;chekhov-vishnevyi-sad;1904;['уходить'];['уходить'];['V'];['уходить'];['V']
(стараясь ее утешить).;0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['стараться', 'она', 'утешать'];['стараться', 'утешать'];['V', 'V'];['стараться', 'утешать'];['V', 'V']
(насмешливо).;0;0;0;0;1;0;0;0;chekhov-vishnevyi-sad;1904;['насмешливо'];['насмешливо'];['ADV'];['насмешливо'];['ADV']
(Закрывает лицо руками.);0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['закрывать', 'лицо', 'рука'];['закрывать', 'лицо', 'рука'];['V', 'S', 'S'];['закрывать', 'лицо', 'рука'];['V', 'S', 'S']
(дразнит Варю).;0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['дразнить', 'варя'];['дразнить', 'варя'];['V', 'S'];['дразнить', 'Имя'];['V', 'PERSN']
(сердито).;0;0;0;0;1;0;0;0;chekhov-vishnevyi-sad;1904;['сердито'];['сердито'];['ADV'];['сердито'];['ADV']
(Трофимову).;0;0;0;0;1;0;0;0;chekhov-vishnevyi-sad;1904;['трофимов'];['трофимов'];['S'];['Имя'];['PERSN']
(Мягким тоном, со слезами.);0;0;0;0;1;0;0;0;chekhov-vishnevyi-sad;1904;['мягкий', 'тон', 'со', 'слеза'];['мягкий', 'тон', 'слеза'];['A', 'S', 'S'];['мягкий', 'тон', 'слеза'];['A', 'S', 'S']
(Любови Андреевне, уже не плача.);0;0;0;1;1;0;0;0;chekhov-vishnevyi-sad;1904;['любовь', 'андреевна', 'уже', 'не', 'плакать'];['любовь', 'андреевна', 'плакать'];['S', 'S', 'V'];['любовь', 'Имя', 'плакать'];['S', 'PERSN', 'V']
Входит Яша.;0;1;0;0;0;0;0;0;chekhov-vishnevyi-sad;1904;['входить', 'яша'];['входить', 'яша'];['V', 'S'];['входить', 'Имя'];['V', 'PERSN']
(едва удерживаясь от смеха);0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['едва', 'удерживаться', 'от', 'смех'];['едва', 'удерживаться', 'смех'];['ADV', 'V', 'S'];['едва', 'удерживаться', 'смех'];['ADV', 'V', 'S']
(Уходит.);0;0;1;0;0;0;0;0;chekhov-vishnevyi-sad;1904;['уходить'];['уходить'];['V'];['уходить'];['V']
(Уходит.);0;0;1;0;0;0;0;0;chekhov-vishnevyi-sad;1904;['уходить'];['уходить'];['V'];['уходить'];['V']
(В сильном беспокойстве.);0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['в', 'сильный', 'беспокойство'];['сильный', 'беспокойство'];['A', 'S'];['сильный', 'беспокойство'];['A', 'S']
(Обнимает Трофимова, целует его в лоб.);0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['обнимать', 'трофимов', 'целовать', 'он', 'в', 'лоб'];['обнимать', 'трофимов', 'целовать', 'лоб'];['V', 'S', 'V', 'S'];['обнимать', 'Имя', 'целовать', 'лоб'];['V', 'PERSN', 'V', 'S']
(Плачет.);0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['плакать'];['плакать'];['V'];['плакать'];['V']
(Вынимает платок, на пол падает телеграмма.);0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['вынимать', 'платок', 'на', 'пол', 'падать', 'телеграмма'];['вынимать', 'платок', 'пол', 'падать', 'телеграмма'];['V', 'S', 'S', 'V', 'S'];['вынимать', 'платок', 'пол', 'падать', 'телеграмма'];['V', 'S', 'S', 'V', 'S']
(Смеется.);0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['смеяться'];['смеяться'];['V'];['смеяться'];['V']
(поднимает телеграмму).;0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['подымать', 'телеграмма'];['подымать', 'телеграмма'];['V', 'S'];['подымать', 'телеграмма'];['V', 'S']
(Жмет Трофимову руку.);0;0;0;1;0;0;0;0;chekhov-vishnevyi-sad;1904;['жать', 'трофимов', 'рука'];['жать', 'трофимов', 'рука'];['V', 'S', 'S'];['жать', 'Имя', 'рука'];['V', 'PERSN', 'S']
